#1 
double data(35040,10) 
#Time [s], Active power [W], Reactive power [W], Radiative heat gains [W], Convective heat gains [W], Hot water demand [l/min], Occupancy [# people awake], Occupancy [# people asleep], Setpoint SH DayZone [K], Setpoint SH NightZone [K]
36000,84,0,47,40,0,0,1,293.15,289.15
36900,236,0,117,137,0,0,1,293.15,289.15
37800,109,0,58,56,0,0,1,293.15,289.15
38700,46,0,29,15,0,0,1,293.15,289.15
39600,46,0,29,15,0,0,1,293.15,289.15
40500,46,0,29,15,0,0,1,293.15,289.15
41400,198,0,99,113,0,0,1,293.15,289.15
42300,185,0,93,104,0,0,1,293.15,289.15
43200,46,0,29,15,0.8,0,1,293.15,289.15
44100,97,0,64,32,0.33,1,0,293.15,289.15
45000,118,0,80,36,0,1,0,293.15,289.15
45900,223,0,131,98,0.07,1,0,293.15,289.15
46800,348,0,190,175,0,1,0,293.15,289.15
47700,186,0,115,71,0.07,1,1,293.15,289.15
48600,181,0,109,70,0,1,1,293.15,289.15
49500,166,0,95,69,0.87,1,1,293.15,289.15
50400,166,0,95,69,0,1,1,293.15,289.15
51300,393,0,203,208,0,1,1,293.15,289.15
52200,305,0,162,151,0,1,1,293.15,289.15
53100,206,0,117,87,0.53,1,1,293.15,289.15
54000,206,0,117,87,0,1,1,293.15,289.15
54900,750,0,217,531,0.6,2,0,293.15,289.15
55800,352,0,199,163,0.8,2,0,293.15,289.15
56700,452,0,248,220,0.53,2,0,293.15,289.15
57600,278,0,168,108,0,2,0,293.15,289.15
58500,278,0,168,108,0,2,0,293.15,289.15
59400,278,0,168,108,0.07,2,0,293.15,289.15
60300,361,0,208,155,0.07,2,0,293.15,289.15
61200,1336,0,331,468,0.6,2,0,293.15,293.15
62100,1903,0,441,873,1.13,2,0,293.15,293.15
63000,1311,0,326,390,0,2,0,293.15,293.15
63900,1311,0,326,390,0.07,2,0,293.15,293.15
64800,1662,0,362,705,0,2,0,293.15,293.15
65700,1475,0,339,556,0,1,0,293.15,293.15
66600,1238,0,249,408,0,1,0,293.15,293.15
67500,1049,0,150,304,0.13,1,0,293.15,293.15
68400,1049,0,150,304,0,1,0,293.15,293.15
69300,1138,0,208,335,0.07,1,0,293.15,293.15
70200,1260,0,277,396,0.07,1,0,293.15,293.15
71100,1460,0,387,498,0.8,2,0,293.15,293.15
72000,2240,0,337,633,0.07,2,0,293.15,293.15
72900,2823,0,423,1076,0,2,0,293.15,293.15
73800,1618,0,273,455,0,2,0,293.15,293.15
74700,2317,0,244,630,0.2,2,0,293.15,293.15
75600,1762,0,288,560,0.13,2,0,293.15,293.15
76500,1343,0,331,428,0.13,1,1,293.15,293.15
77400,1322,0,336,391,0.87,1,1,293.15,293.15
78300,1722,0,404,723,0.07,1,1,293.15,293.15
79200,1322,0,336,391,0,1,1,289.15,291.15
80100,1430,0,383,464,0.07,1,1,289.15,291.15
81000,1391,0,344,470,0,1,1,289.15,291.15
81900,1193,0,250,348,0.13,1,1,289.15,291.15
82800,978,0,126,257,0,0,2,289.15,291.15
83700,970,0,119,256,0,0,2,289.15,291.15
84600,1008,0,136,281,0,0,2,289.15,291.15
85500,966,0,148,321,0,0,2,289.15,291.15
86400,121,0,69,57,0,0,2,289.15,291.15
87300,46,0,29,15,0,0,2,289.15,291.15
88200,46,0,29,15,0,0,2,289.15,291.15
89100,46,0,29,15,0,0,2,289.15,291.15
90000,198,0,99,113,0,0,2,289.15,291.15
90900,185,0,93,104,0,0,2,289.15,291.15
91800,46,0,29,15,0,0,2,289.15,291.15
92700,46,0,29,15,0,0,2,289.15,291.15
93600,46,0,29,15,0,0,2,289.15,291.15
94500,122,0,64,64,0,0,2,289.15,291.15
95400,244,0,121,141,0,0,2,289.15,291.15
96300,111,0,63,50,0,1,2,289.15,291.15
97200,46,0,29,15,0,0,3,289.15,291.15
98100,46,0,29,15,0,0,3,289.15,291.15
99000,46,0,29,15,0,0,3,289.15,291.15
99900,236,0,117,137,0,0,3,289.15,291.15
100800,147,0,76,80,0,0,3,289.15,291.15
101700,46,0,29,15,0,0,3,289.15,291.15
102600,46,0,29,15,0,0,3,289.15,291.15
103500,46,0,29,15,0,0,4,289.15,291.15
104400,160,0,82,88,0,0,4,289.15,291.15
105300,223,0,111,129,0,0,4,289.15,291.15
106200,46,0,29,15,0,0,4,289.15,291.15
107100,46,0,29,15,0,0,4,289.15,291.15
108000,46,0,29,15,0,0,4,289.15,291.15
108900,84,0,47,40,0,0,4,289.15,291.15
109800,241,0,120,139,0,1,3,289.15,291.15
110700,131,0,70,65,0.13,0,3,289.15,291.15
111600,86,0,51,33,0.07,1,3,289.15,291.15
112500,97,0,57,38,0,1,3,289.15,291.15
113400,152,0,87,63,0.27,2,2,289.15,291.15
114300,342,0,177,178,0,2,2,289.15,291.15
115200,372,0,195,189,0,2,2,293.15,293.15
116100,683,0,218,464,0,2,2,293.15,293.15
117000,2374,0,503,1870,0,2,2,293.15,293.15
117900,2090,0,454,1634,0,2,2,293.15,293.15
118800,335,0,181,160,0.07,2,2,293.15,293.15
119700,449,0,233,233,0,3,1,293.15,293.15
120600,523,0,278,246,0.47,3,1,293.15,293.15
121500,1471,0,770,700,0,2,1,293.15,293.15
122400,1436,0,751,684,0,2,1,293.15,293.15
123300,604,0,342,261,0.47,3,1,293.15,293.15
124200,852,0,364,364,0,3,1,293.15,293.15
125100,1298,0,287,716,0,3,1,293.15,293.15
126000,646,0,138,202,1.6,3,1,293.15,293.15
126900,3465,0,849,2085,0.33,3,1,293.15,293.15
127800,2620,0,408,1059,0.8,3,1,293.15,293.15
128700,1868,0,176,551,1.2,3,1,293.15,293.15
129600,4153,0,883,2016,0.13,3,1,293.15,293.15
130500,3341,0,430,1165,0.47,2,1,293.15,293.15
131400,3699,0,847,1897,0.87,2,1,293.15,293.15
132300,1862,0,290,673,0.13,2,1,293.15,293.15
133200,3413,0,636,2145,0,2,1,293.15,293.15
134100,3128,0,669,1883,0.6,3,0,293.15,293.15
135000,1323,0,319,416,0,3,0,293.15,293.15
135900,1264,0,292,377,0.07,3,0,293.15,293.15
136800,1261,0,289,377,0,3,0,293.15,293.15
137700,3343,0,916,1833,0,3,0,293.15,293.15
138600,2487,0,651,1257,0.8,3,0,293.15,293.15
139500,1354,0,333,441,0,3,0,293.15,293.15
140400,1170,0,240,335,0,3,0,293.15,293.15
141300,586,0,310,196,0.13,3,0,293.15,293.15
142200,371,0,236,134,0.13,3,0,293.15,293.15
143100,491,0,295,203,0,3,0,293.15,293.15
144000,1229,0,494,752,0.13,3,0,293.15,293.15
144900,437,0,265,173,0.8,3,0,293.15,293.15
145800,518,0,321,196,0,3,0,293.15,293.15
146700,510,0,315,193,0.13,3,0,293.15,293.15
147600,508,0,316,191,0.07,3,0,293.15,293.15
148500,2041,0,773,1286,0.8,3,0,293.15,293.15
149400,1242,0,494,756,0,3,0,293.15,293.15
150300,407,0,254,152,0.13,3,0,293.15,293.15
151200,481,0,304,175,0,3,0,293.15,293.15
152100,497,0,314,181,0.4,3,0,293.15,293.15
153000,645,0,389,266,0.13,3,0,293.15,293.15
153900,709,0,418,307,0,3,0,293.15,293.15
154800,531,0,336,193,0,3,0,293.15,293.15
155700,531,0,336,193,0,4,0,293.15,293.15
156600,507,0,321,185,0.13,4,0,293.15,293.15
157500,1994,0,772,1224,1,4,0,293.15,293.15
158400,1939,0,824,1133,0,4,0,293.15,293.15
159300,608,0,372,241,0.8,3,0,293.15,293.15
160200,943,0,409,532,0.93,3,0,293.15,293.15
161100,540,0,339,200,1.13,3,0,293.15,293.15
162000,668,0,361,306,0.8,4,0,293.15,293.15
162900,1162,0,460,716,0,4,0,293.15,293.15
163800,1270,0,548,734,0.07,4,0,293.15,293.15
164700,2894,0,1089,1804,0,4,0,293.15,293.15
165600,1077,0,434,642,0.13,4,0,293.15,293.15
166500,539,0,340,197,0.13,4,0,293.15,293.15
167400,607,0,371,242,0.13,4,0,293.15,293.15
168300,810,0,483,344,0,4,0,293.15,293.15
169200,557,0,348,210,0,3,1,289.15,291.15
170100,531,0,336,193,0.13,2,2,289.15,291.15
171000,430,0,269,160,0,2,2,289.15,291.15
171900,426,0,264,160,0,2,2,289.15,291.15
172800,634,0,362,290,0.07,1,3,289.15,291.15
173700,633,0,378,263,0.07,1,3,289.15,291.15
174600,520,0,326,193,0,1,3,289.15,291.15
175500,521,0,327,193,0,1,3,289.15,291.15
176400,443,0,271,171,0.27,1,3,289.15,291.15
177300,420,0,234,196,0,1,3,289.15,291.15
178200,435,0,232,220,0.8,1,3,289.15,291.15
179100,256,0,149,106,0,1,3,289.15,291.15
180000,246,0,139,105,0.07,1,3,289.15,291.15
180900,246,0,139,105,0.2,1,3,289.15,291.15
181800,84,0,47,40,0,0,4,289.15,291.15
182700,236,0,117,137,0,0,4,289.15,291.15
183600,109,0,58,56,0,0,4,289.15,291.15
184500,46,0,29,15,0,0,4,289.15,291.15
185400,46,0,29,15,0,0,4,289.15,291.15
186300,46,0,29,15,0,0,4,289.15,291.15
187200,198,0,99,113,0,0,4,289.15,291.15
188100,185,0,93,104,0,0,4,289.15,291.15
189000,46,0,29,15,0,0,4,289.15,291.15
189900,46,0,29,15,0,0,4,289.15,291.15
190800,46,0,29,15,0,0,4,289.15,291.15
191700,122,0,64,64,0,0,4,289.15,291.15
192600,236,0,117,137,0,0,4,289.15,291.15
193500,71,0,41,32,0,0,4,289.15,291.15
194400,46,0,29,15,0,0,4,289.15,291.15
195300,86,0,51,33,0,1,3,289.15,291.15
196200,126,0,73,51,0.07,1,3,289.15,291.15
197100,2595,0,854,1758,0.07,2,2,289.15,291.15
198000,622,0,257,374,0,2,2,289.15,291.15
198900,640,0,204,435,0,2,1,289.15,291.15
199800,379,0,162,216,0,1,1,289.15,291.15
200700,246,0,139,105,0.13,2,0,289.15,291.15
201600,360,0,192,178,0.8,1,0,293.15,293.15
202500,956,0,311,661,0.07,1,0,293.15,293.15
203400,246,0,139,105,0,1,0,293.15,293.15
204300,246,0,139,105,0,1,0,293.15,293.15
205200,246,0,139,105,0,2,0,293.15,293.15
206100,284,0,157,130,0,2,0,293.15,293.15
207000,436,0,227,227,0,2,0,293.15,293.15
207900,285,0,155,135,0,1,0,293.15,293.15
208800,215,0,125,88,0,1,0,293.15,293.15
209700,618,0,196,420,0.13,1,0,293.15,293.15
210600,58,0,40,16,0,0,0,293.15,293.15
211500,210,0,110,114,0,0,0,293.15,293.15
212400,197,0,104,105,0,0,0,293.15,293.15
213300,48,0,31,15,0,0,0,293.15,293.15
214200,46,0,29,15,0,0,0,293.15,293.15
215100,46,0,29,15,0,0,0,293.15,293.15
216000,130,0,69,68,0.13,1,0,293.15,293.15
216900,429,0,230,216,0.2,1,0,293.15,293.15
217800,352,0,208,146,0.07,1,0,293.15,293.15
218700,327,0,196,130,0.13,1,0,293.15,293.15
219600,327,0,196,130,0.47,1,0,293.15,293.15
220500,327,0,196,130,0,1,0,293.15,293.15
221400,452,0,241,229,1.4,1,0,293.15,293.15
222300,201,0,105,104,0,0,0,293.15,293.15
223200,51,0,32,18,0,0,0,293.15,293.15
224100,123,0,72,50,0.13,1,0,293.15,293.15
225000,126,0,73,51,0,1,0,293.15,293.15
225900,277,0,146,141,0.8,1,0,293.15,293.15
226800,373,0,193,196,0,1,0,293.15,293.15
227700,230,0,133,96,0.47,1,0,293.15,293.15
228600,330,0,197,131,0,1,0,293.15,293.15
229500,2126,0,746,1379,0,1,0,293.15,293.15
230400,1205,0,475,732,0,1,0,293.15,293.15
231300,824,0,351,490,0.8,1,0,293.15,293.15
232200,475,0,212,268,0.07,1,0,293.15,293.15
233100,327,0,192,134,0,1,0,293.15,293.15
234000,377,0,227,148,0,2,0,293.15,293.15
234900,379,0,229,149,0.07,2,0,293.15,293.15
235800,649,0,377,286,0.07,2,0,293.15,293.15
236700,891,0,341,562,0,2,0,293.15,293.15
237600,271,0,157,113,0.27,2,0,293.15,293.15
238500,724,0,256,466,0.07,3,0,293.15,293.15
239400,787,0,299,487,0,3,0,293.15,293.15
240300,548,0,323,232,0.07,3,0,293.15,293.15
241200,703,0,401,319,0.8,3,0,293.15,293.15
242100,1289,0,518,772,0.07,3,0,293.15,293.15
243000,2937,0,1060,1876,0.87,3,0,293.15,293.15
243900,758,0,429,327,0.07,3,0,293.15,293.15
244800,554,0,347,205,0,3,0,293.15,293.15
245700,702,0,400,319,0,3,0,293.15,293.15
246600,634,0,379,264,0.13,3,0,293.15,293.15
247500,683,0,332,237,0.93,3,0,293.15,293.15
248400,1655,0,329,477,0.53,3,0,293.15,293.15
249300,1748,0,395,504,0,3,0,293.15,293.15
250200,1926,0,418,590,0,3,0,293.15,293.15
251100,2675,0,448,802,0.4,2,1,293.15,293.15
252000,1624,0,336,467,0,2,1,293.15,293.15
252900,1322,0,336,391,0.13,2,1,293.15,293.15
253800,1322,0,336,391,0.07,2,1,293.15,293.15
254700,1252,0,282,379,0,1,2,293.15,293.15
255600,1158,0,209,373,0,0,3,289.15,291.15
256500,1164,0,226,350,0.07,1,3,289.15,291.15
257400,869,0,58,216,0,0,4,289.15,291.15
258300,864,0,54,215,0,0,4,289.15,291.15
259200,837,0,29,213,0,0,4,289.15,291.15
260100,989,0,99,310,0,0,4,289.15,291.15
261000,976,0,93,302,0,0,4,289.15,291.15
261900,837,0,29,213,0,0,4,289.15,291.15
262800,257,0,29,68,0,0,4,289.15,291.15
263700,46,0,29,15,0,0,4,289.15,291.15
264600,122,0,64,64,0,0,4,289.15,291.15
265500,236,0,117,137,0,0,4,289.15,291.15
266400,71,0,41,32,0,0,4,289.15,291.15
267300,46,0,29,15,0,0,4,289.15,291.15
268200,46,0,29,15,0,0,4,289.15,291.15
269100,46,0,29,15,0,0,4,289.15,291.15
270000,236,0,117,137,0,0,4,289.15,291.15
270900,147,0,76,80,0,0,4,289.15,291.15
271800,46,0,29,15,0,0,4,289.15,291.15
272700,46,0,29,15,0,0,4,289.15,291.15
273600,46,0,29,15,0,0,4,289.15,291.15
274500,160,0,82,88,0,0,4,289.15,291.15
275400,223,0,111,129,0,0,4,289.15,291.15
276300,315,0,76,238,0,1,3,289.15,291.15
277200,219,0,74,144,0.4,1,3,289.15,291.15
278100,185,0,105,78,0.07,1,3,289.15,291.15
279000,84,0,47,40,0,0,4,289.15,291.15
279900,236,0,117,137,0,0,4,289.15,291.15
280800,109,0,58,56,0,0,4,293.15,291.15
281700,46,0,29,15,0,0,4,293.15,291.15
282600,51,0,32,18,0,0,4,293.15,291.15
283500,89,0,53,34,0.13,1,3,293.15,291.15
284400,289,0,149,153,0.2,1,3,293.15,289.15
285300,370,0,201,181,0.27,1,3,293.15,289.15
286200,175,0,112,61,0.07,1,2,293.15,289.15
287100,223,0,139,83,0.07,2,1,293.15,289.15
288000,260,0,159,100,0,1,1,293.15,289.15
288900,392,0,225,173,1,2,0,293.15,289.15
289800,546,0,299,265,0.8,2,0,293.15,289.15
290700,389,0,226,165,0,2,0,293.15,289.15
291600,2506,0,825,1680,0,2,0,289.15,289.15
292500,271,0,157,113,0,2,0,289.15,289.15
293400,250,0,145,103,0,1,0,289.15,289.15
294300,414,0,219,213,0.93,1,0,289.15,289.15
295200,325,0,175,159,0,1,0,289.15,289.15
296100,219,0,124,94,0.07,1,0,289.15,289.15
297000,739,0,207,530,0,1,0,289.15,289.15
297900,171,0,98,72,0,1,0,289.15,289.15
298800,401,0,226,185,1,1,0,289.15,289.15
299700,464,0,255,225,1.07,1,0,289.15,289.15
300600,287,0,174,112,0.87,1,0,289.15,289.15
301500,665,0,174,206,0,1,0,289.15,289.15
302400,667,0,158,204,0,1,0,289.15,289.15
303300,722,0,187,234,0.4,1,0,289.15,289.15
304200,876,0,258,332,0.87,1,0,289.15,289.15
305100,675,0,159,217,0,0,0,289.15,289.15
306000,491,0,55,131,0,0,0,289.15,289.15
306900,997,0,189,504,0,1,0,289.15,289.15
307800,614,0,125,184,0.87,1,0,289.15,289.15
308700,841,0,242,309,0.4,1,0,289.15,289.15
309600,775,0,222,282,0.8,1,0,289.15,289.15
310500,287,0,174,112,0.07,1,0,289.15,289.15
311400,292,0,177,114,0.07,1,0,289.15,289.15
312300,238,0,138,99,0,1,0,289.15,289.15
313200,282,0,152,136,0.2,1,0,289.15,289.15
314100,396,0,205,209,0.27,1,0,289.15,289.15
315000,238,0,135,104,0,1,0,289.15,289.15
315900,218,0,128,88,0.8,1,0,289.15,289.15
316800,191,0,113,76,0.07,1,0,289.15,289.15
317700,58,0,40,16,0,0,0,289.15,289.15
318600,328,0,177,169,0,1,0,289.15,289.15
319500,471,0,269,210,0.53,1,0,289.15,289.15
320400,367,0,218,148,0.07,1,0,293.15,293.15
321300,367,0,218,148,0.8,1,0,293.15,293.15
322200,319,0,186,131,0,1,0,293.15,293.15
323100,360,0,192,178,0,1,0,293.15,293.15
324000,357,0,184,189,0,1,0,293.15,293.15
324900,46,0,29,15,0,0,0,293.15,293.15
325800,46,0,29,15,0,0,0,293.15,293.15
326700,46,0,29,15,0,0,0,293.15,293.15
327600,84,0,47,40,0,0,0,293.15,293.15
328500,236,0,117,137,0,0,0,293.15,293.15
329400,109,0,58,56,0,0,0,293.15,293.15
330300,166,0,99,66,0.07,1,0,293.15,293.15
331200,370,0,224,145,0,1,0,293.15,293.15
332100,912,0,319,591,0.07,1,0,293.15,293.15
333000,531,0,299,246,0,1,0,293.15,293.15
333900,529,0,303,239,0.2,1,0,293.15,293.15
334800,334,0,205,128,0.07,1,0,293.15,293.15
335700,431,0,268,161,0.13,2,0,293.15,293.15
336600,526,0,331,193,0.07,2,0,293.15,293.15
337500,607,0,371,242,0.2,2,0,293.15,293.15
338400,709,0,412,314,0.4,2,0,289.15,291.15
339300,527,0,321,207,0.13,1,1,289.15,291.15
340200,531,0,336,193,0.27,1,1,289.15,291.15
341100,531,0,336,193,0,1,1,289.15,291.15
342000,331,0,226,103,0,0,2,289.15,291.15
342900,433,0,256,194,0,0,2,289.15,291.15
343800,191,0,116,84,0,0,2,289.15,291.15
344700,60,0,42,16,0,0,2,289.15,291.15
345600,52,0,35,16,0,0,2,289.15,291.15
346500,46,0,29,15,0,0,2,289.15,291.15
347400,171,0,88,93,0,0,2,289.15,291.15
348300,303,0,155,165,0.13,1,2,289.15,291.15
349200,99,0,59,39,0,1,2,289.15,291.15
350100,46,0,29,15,0,0,3,289.15,291.15
351000,46,0,29,15,0,0,3,289.15,291.15
351900,84,0,47,40,0,0,3,289.15,291.15
352800,236,0,117,137,0,0,3,289.15,291.15
353700,109,0,58,56,0,0,3,289.15,291.15
354600,46,0,29,15,0,0,3,289.15,291.15
355500,46,0,29,15,0,0,3,289.15,291.15
356400,46,0,29,15,0,0,3,289.15,291.15
357300,198,0,99,113,0,0,3,289.15,291.15
358200,185,0,93,104,0,0,3,289.15,291.15
359100,46,0,29,15,0,0,3,289.15,291.15
360000,46,0,29,15,0,0,3,289.15,291.15
360900,46,0,29,15,0,0,3,289.15,291.15
361800,122,0,64,64,0,0,3,289.15,291.15
362700,236,0,117,137,0,0,3,289.15,291.15
363600,71,0,41,32,0,0,3,289.15,291.15
364500,46,0,29,15,0,0,3,289.15,291.15
365400,46,0,29,15,0,0,3,289.15,291.15
366300,46,0,29,15,0,0,3,289.15,291.15
367200,236,0,117,137,0,0,3,293.15,291.15
368100,147,0,76,80,0,0,3,293.15,291.15
369000,70,0,42,26,0,0,3,293.15,291.15
369900,179,0,103,75,0,1,2,293.15,291.15
370800,160,0,91,67,0.13,1,2,293.15,289.15
371700,173,0,88,95,0,0,2,293.15,289.15
372600,247,0,123,140,0,0,2,293.15,289.15
373500,139,0,80,58,0.4,2,0,293.15,289.15
374400,190,0,108,81,0.47,2,0,293.15,289.15
375300,246,0,139,105,0.53,1,0,293.15,289.15
376200,285,0,157,130,0.07,1,0,293.15,289.15
377100,449,0,233,233,0.2,1,0,293.15,289.15
378000,322,0,175,152,0,1,0,289.15,289.15
378900,246,0,138,106,0.13,1,0,289.15,289.15
379800,219,0,124,94,0.07,1,0,289.15,289.15
380700,169,0,97,71,0,1,0,289.15,289.15
381600,695,0,170,262,0.07,1,0,289.15,289.15
382500,1096,0,159,356,0.07,1,0,289.15,289.15
383400,968,0,105,268,0,1,0,289.15,289.15
384300,1079,0,179,306,0.8,1,0,289.15,289.15
385200,1570,0,231,724,0,1,0,289.15,289.15
386100,1499,0,180,428,0.4,1,0,289.15,289.15
387000,1587,0,215,493,0,1,0,289.15,289.15
387900,1368,0,102,371,0.13,1,0,289.15,289.15
388800,1308,0,65,345,0.87,1,0,289.15,289.15
389700,1311,0,67,345,0.8,1,0,289.15,289.15
390600,1692,0,124,669,0,1,0,289.15,289.15
391500,1450,0,126,445,0.4,1,0,289.15,289.15
392400,565,0,82,188,0.07,1,0,289.15,289.15
393300,463,0,35,123,0.07,1,0,289.15,289.15
394200,289,0,29,76,0,1,0,289.15,289.15
395100,46,0,29,15,0,0,0,289.15,289.15
396000,160,0,82,88,0,0,0,289.15,289.15
396900,223,0,111,129,0,0,0,289.15,289.15
397800,46,0,29,15,0,0,0,289.15,289.15
398700,46,0,29,15,0,0,0,289.15,289.15
399600,46,0,29,15,0,0,0,289.15,289.15
400500,84,0,47,40,0,0,0,289.15,289.15
401400,236,0,117,137,0,0,0,289.15,289.15
402300,109,0,58,56,0,0,0,289.15,289.15
403200,46,0,29,15,0,0,0,289.15,289.15
404100,46,0,29,15,0,0,0,289.15,289.15
405000,46,0,29,15,0,0,0,289.15,289.15
405900,225,0,114,125,0,1,0,289.15,289.15
406800,287,0,149,150,0.8,1,0,293.15,293.15
407700,166,0,95,69,0.13,1,0,293.15,293.15
408600,203,0,116,86,0.4,1,0,293.15,293.15
409500,230,0,130,98,0.07,1,0,293.15,293.15
410400,322,0,174,154,0.07,1,0,293.15,293.15
411300,546,0,301,263,0.93,1,0,293.15,293.15
412200,283,0,156,127,0.13,1,0,293.15,293.15
413100,259,0,146,112,0.07,1,0,293.15,293.15
414000,259,0,146,112,0.07,1,0,293.15,293.15
414900,372,0,219,151,0.13,1,0,293.15,293.15
415800,565,0,309,273,0.27,1,0,293.15,293.15
416700,468,0,264,213,0.13,1,0,293.15,293.15
417600,381,0,231,149,0.07,1,0,293.15,293.15
418500,410,0,258,151,0.4,1,0,293.15,293.15
419400,410,0,259,149,0.87,1,0,293.15,293.15
420300,403,0,232,182,0.93,1,0,293.15,293.15
421200,915,0,360,571,0,1,0,293.15,293.15
422100,378,0,228,149,0.13,1,0,293.15,293.15
423000,367,0,218,148,0.6,1,0,293.15,293.15
423900,383,0,232,149,0.07,2,0,293.15,293.15
424800,448,0,275,175,0.4,2,0,289.15,291.15
425700,600,0,345,273,0.53,2,0,289.15,291.15
426600,474,0,287,192,0.13,2,0,289.15,291.15
427500,499,0,315,182,1.2,3,0,289.15,291.15
428400,400,0,258,141,0.4,2,1,289.15,291.15
429300,210,0,148,61,0,0,3,289.15,291.15
430200,362,0,218,158,0,0,3,289.15,291.15
431100,285,0,170,128,0,0,3,289.15,291.15
432000,89,0,69,19,0,0,3,289.15,291.15
432900,62,0,43,17,0,0,3,289.15,291.15
433800,46,0,29,15,0,0,3,289.15,291.15
434700,122,0,64,64,0,0,3,289.15,291.15
435600,236,0,117,137,0,0,3,289.15,291.15
436500,71,0,41,32,0,0,3,289.15,291.15
437400,46,0,29,15,0,0,3,289.15,291.15
438300,46,0,29,15,0,0,3,289.15,291.15
439200,46,0,29,15,0,0,3,289.15,291.15
440100,236,0,117,137,0,0,3,289.15,291.15
441000,147,0,76,80,0,0,3,289.15,291.15
441900,46,0,29,15,0,0,3,289.15,291.15
442800,46,0,29,15,0,0,3,289.15,291.15
443700,46,0,29,15,0,0,3,289.15,291.15
444600,160,0,82,88,0,0,3,289.15,291.15
445500,223,0,111,129,0,0,3,289.15,291.15
446400,46,0,29,15,0,0,3,289.15,291.15
447300,46,0,29,15,0,0,3,289.15,291.15
448200,46,0,29,15,0,0,3,289.15,291.15
449100,84,0,47,40,0,0,3,289.15,291.15
450000,236,0,117,137,0,0,3,289.15,291.15
450900,109,0,58,56,0,0,3,289.15,291.15
451800,46,0,29,15,0,0,3,289.15,291.15
452700,46,0,29,15,0,0,3,289.15,291.15
453600,46,0,29,15,0,0,3,293.15,291.15
454500,233,0,118,128,0,1,2,293.15,291.15
455400,265,0,137,140,0.4,1,2,293.15,291.15
456300,153,0,88,63,0.8,1,2,293.15,291.15
457200,166,0,95,69,0.07,1,2,293.15,289.15
458100,86,0,51,33,0,0,2,293.15,289.15
459000,170,0,91,86,0.4,1,1,293.15,289.15
459900,329,0,168,179,0.13,1,1,293.15,289.15
460800,259,0,143,116,0.07,1,1,293.15,289.15
461700,259,0,146,112,0.13,1,1,293.15,289.15
462600,259,0,146,112,0,1,1,293.15,289.15
463500,259,0,146,112,0.13,1,1,293.15,289.15
464400,982,0,324,676,0.07,1,1,293.15,289.15
465300,414,0,229,194,0.07,1,1,293.15,289.15
466200,367,0,218,148,0,1,1,293.15,289.15
467100,367,0,218,148,0.13,1,1,293.15,289.15
468000,367,0,218,148,0,1,1,293.15,289.15
468900,481,0,270,221,1.33,1,1,293.15,289.15
469800,490,0,270,236,0,2,0,293.15,289.15
470700,218,0,128,88,0.4,2,0,293.15,289.15
471600,218,0,128,88,0.13,1,0,293.15,289.15
472500,231,0,135,94,0.07,1,0,293.15,289.15
473400,329,0,184,147,0,2,0,293.15,289.15
474300,618,0,338,298,0,2,0,293.15,289.15
475200,495,0,278,222,0.07,1,0,293.15,289.15
476100,458,0,263,193,0.8,1,0,293.15,289.15
